,Processed,Project,baseline_window,cameraNoiseMat,dFF,dat_dir,mask,num_t_chunks,save_dir,singlePlane
10,True,CILDS,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,False,/nrs/ahrens/Yu/SPIM/active_dataset/backed_up/GliaNE/20170731/fish4/20170731_4_1_th1gc_5dpf_multimismatch_20170731_164848/raw/,40,1,/nrs/ahrens/Ziqiang/Yu_project/GliaNE/20170731/fish4/20170731_4_1_th1gc_5dpf_multimismatch_20170731_164848,True
11,True,CILDS,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,False,/nrs/ahrens/Yu/SPIM/active_dataset/backed_up/GliaNE/20170808/fish2/20170808_2_3_th1_6dpf_multiprobe_MO_twocolor_20170808_142436/raw/,40,1,/nrs/ahrens/Ziqiang/Yu_project/GliaNE/20170808/fish2/20170808_2_3_th1_6dpf_multiprobe_MO_twocolor_20170808_142436,True
12,True,CILDS,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,False,/nrs/ahrens/Yu/SPIM/active_dataset/backed_up/GliaNE/20170808/fish2/20170808_2_4_th1_6dpf_multiprobe_MO_1color_20170808_155302/raw/,40,1,/nrs/ahrens/Ziqiang/Yu_project/GliaNE/20170808/fish2/20170808_2_4_th1_6dpf_multiprobe_MO_1color_20170808_155302,True
13,True,CILDS,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,False,/nrs/ahrens/Yu/SPIM/active_dataset/backed_up/GliaNE/20170815/fish2/20170815_2_2_th1gc_gfaprgeco_6dpf_multiprobe_2color_20170815_173452/raw/,40,1,/nrs/ahrens/Ziqiang/Yu_project/GliaNE/20170815/fish2/20170815_2_2_th1gc_gfaprgeco_6dpf_multiprobe_2color_20170815_173452,True
14,True,CILDS,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,False,/nrs/ahrens/Yu/SPIM/active_dataset/backed_up/GliaNE/20170815/fish2/20170815_2_3_th1gc_gfaprgeco_6dpf_multiprobe_2color_20170815_183211/raw/,40,1,/nrs/ahrens/Ziqiang/Yu_project/GliaNE/20170815/fish2/20170815_2_3_th1gc_gfaprgeco_6dpf_multiprobe_2color_20170815_183211,True
15,True,CILDS,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,False,/nrs/ahrens/Yu/SPIM/active_dataset/backed_up/GliaNE/20170816/fish1/20170816_1_1_th1gc_gfaprgeco_7dpf_multiprobe_2color_20170816_104330/raw/,40,1,/nrs/ahrens/Ziqiang/Yu_project/GliaNE/20170816/fish1/20170816_1_1_th1gc_gfaprgeco_7dpf_multiprobe_2color_20170816_104330,True
16,True,CILDS,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,False,/nrs/ahrens/Yu/SPIM/active_dataset/backed_up/GliaNE/20170816/fish1/20170816_1_2_th1gc_gfaprgeco_7dpf_multiprobe_2color_20170816_114851/raw/,40,1,/nrs/ahrens/Ziqiang/Yu_project/GliaNE/20170816/fish1/20170816_1_2_th1gc_gfaprgeco_7dpf_multiprobe_2color_20170816_114851,True
17,True,CILDS,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,True,/nrs/ahrens/Yu/SPIM/active_dataset/backed_up/GliaNE/20180112/fish3/20180112_3_3_huch2bgc_th1gc6sorf_gfaprgeco_6dpf_CL_OL_20180112_191356/raw/,40,1,/nrs/ahrens/Ziqiang/Yu_project/GliaNE/20180112/fish3/20180112_3_3_huch2bgc_th1gc6sorf_gfaprgeco_6dpf_CL_OL_20180112_191356,True
18,True,Jing Xuan,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,True,/nrs/ahrens/jing/state_modulation/LG_vs_NGGU/20190907/fish00/7dpf_HuC-GC7FF_GU-fwd_fish00_exp01_20190907_172639/,40,25,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20190907/fish00/7dpf_HuC-GC7FF_GU-fwd_fish00_exp01_20190907_172639/,False
19,True,Jing Xuan,1000,/nrs/ahrens/ahrenslab/Ziqiang/gainMat/gainMat20180208,True,/nrs/ahrens/jing/state_modulation/LG_vs_NGGU/20190928/fish00/7dpf_HuC-GC7F_GU-fwd_fish00_exp06_20190929_001710/,40,25,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20190928/fish00/7dpf_HuC-GC7F_GU-fwd_fish00_exp06_20190929_001710/,False
